iter	Passed	Remaining
669	34573	68629
670	34628	68585
671	34690	68555
672	34740	68499
673	34790	68444
674	34840	68390
675	34893	68341
676	34937	68275
677	34986	68218
678	35039	68170
679	35092	68121
680	35149	68078
681	35195	68016
682	35243	67959
683	35300	67918
684	35364	67889
685	35418	67841
686	35472	67796
687	35523	67742
688	35582	67704
689	35647	67679
690	35704	67637
691	35754	67582
692	35799	67517
693	35848	67461
694	35909	67426
695	35967	67386
696	36016	67330
697	36068	67278
698	36118	67224
699	36171	67175
700	36221	67121
701	36270	67064
702	36329	67025
703	36377	66967
704	36433	66924
705	36488	66877
706	36547	66839
707	36589	66770
708	36630	66700
709	36686	66655
710	36752	66629
711	36810	66590
712	36876	66563
713	36949	66551
714	37007	66510
715	37058	66456
716	37116	66415
717	37177	66381
718	37231	66333
719	37275	66267
720	37330	66221
721	37392	66187
722	37440	66129
723	37608	66282
724	37687	66278
725	37765	66271
726	37824	66231
727	37878	66184
728	37948	66162
729	38048	66194
730	38512	66856
731	38953	67477
732	39244	67834
733	39609	68317
734	40011	68863
735	40421	69420
736	40832	69975
737	41364	70735
738	41824	71368
739	42187	71832
740	42617	72409
741	43098	73070
742	43513	73615
743	43882	74080
744	44484	74937
745	44915	75501
746	45394	76144
747	45903	76833
748	46315	77356
749	46689	77815
750	47095	78325
751	47499	78828
752	47834	79216
753	48351	79902
754	48801	80473
755	49236	81018
756	49699	81607
757	50045	82000
758	50256	82171
759	50319	82101
760	50401	82059
761	50468	81994
762	50534	81927
763	50591	81846
764	50640	81753
765	50692	81663
766	50743	81572
767	50790	81475
768	50833	81372
769	50882	81280
770	50938	81197
771	50983	81097
772	51031	81004
773	51083	80915
774	51139	80833
775	51189	80742
776	51245	80661
777	51295	80569
778	51341	80471
779	51389	80379
780	51432	80277
781	51484	80190
782	51527	80087
783	51570	79986
784	51615	79889
785	51679	79820
786	51728	79729
787	51775	79634
788	51822	79540
789	51870	79447
790	51918	79354
791	51966	79261
792	52015	79171
793	52067	79085
794	52125	79007
795	52172	78914
796	52226	78830
797	52281	78750
798	52335	78666
799	52386	78580
800	52440	78497
801	52493	78412
802	52547	78331
803	52589	78230
804	52640	78143
805	52698	78066
806	52744	77972
807	52794	77884
808	52849	77804
809	52901	77720
810	52952	77633
811	53002	77545
812	53054	77460
813	53101	77368
814	53154	77286
815	53208	77205
816	53261	77121
817	53311	77034
818	53360	76945
819	53409	76857
820	53461	76773
821	53511	76687
822	53555	76591
823	53617	76522
824	53679	76452
825	53727	76363
826	53779	76279
827	53841	76209
828	53891	76123
829	53938	76033
830	53981	75937
831	54028	75847
832	54077	75760
833	54123	75668
834	54189	75605
835	54238	75518
836	54285	75429
837	54331	75338
838	54378	75248
839	54425	75158
840	54473	75070
841	54518	74979
842	54562	74886
843	54616	74806
844	54661	74714
845	54726	74651
846	54784	74577
847	54831	74488
848	54885	74409
849	54925	74311
850	54973	74223
851	55028	74146
852	55073	74055
853	55129	73979
854	55178	73894
855	55228	73810
856	55285	73736
857	55344	73663
858	55396	73582
859	55442	73493
860	55496	73415
861	55552	73339
862	55600	73253
863	55656	73177
864	55704	73092
865	55765	73023
866	55814	72938
867	55876	72871
868	55930	72793
869	55984	72715
870	56032	72630
871	56080	72544
872	56124	72454
873	56197	72400
874	56242	72311
875	56299	72238
876	56350	72157
877	56395	72068
878	56437	71975
879	56824	72322
880	57276	72749
881	57697	73136
882	58138	73545
883	58580	73954
884	58912	74223
885	59411	74700
886	59763	74991
887	60351	75575
888	60749	75919
889	61230	76366
890	61603	76675
891	62074	77106
892	62478	77450
893	62836	77736
894	63391	78265
895	63863	78688
896	64399	79189
897	64865	79601
898	65344	80027
899	65716	80319
900	66141	80676
901	66501	80952
902	66916	81293
903	67361	81667
904	67608	81802
905	68034	82151
906	68506	82555
907	68747	82678
908	68816	82595
909	68872	82495
910	68946	82417
911	69012	82330
912	69073	82237
913	69131	82140
914	69183	82036
915	69229	81927
916	69275	81816
917	69326	81711
918	69369	81598
919	69431	81507
920	69483	81403
921	69533	81298
922	69581	81191
923	69627	81081
924	69676	80974
925	69740	80886
926	69782	80772
927	69826	80662
928	69873	80553
929	69934	80462
930	69999	80375
931	70044	80265
932	70095	80162
933	70139	80051
934	70189	79948
935	70237	79843
936	70285	79736
937	70339	79637
938	70383	79527
939	70432	79423
940	70487	79326
941	70530	79215
942	70569	79101
943	70633	79014
944	70684	78912
945	70727	78801
946	70782	78704
947	70826	78596
948	70876	78494
949	70933	78400
950	70986	78301
951	71037	78200
952	71091	78103
953	71142	78003
954	71190	77899
955	71241	77799
956	71292	77698
957	71338	77594
958	71383	77487
959	71434	77387
960	71484	77286
961	71530	77181
962	71581	77082
963	71632	76982
964	71675	76874
965	71718	76767
966	71764	76662
967	71815	76563
968	71858	76455
969	71906	76353
970	71952	76250
971	71995	76143
972	72049	76047
973	72103	75953
974	72159	75859
975	72205	75756
976	72260	75662
977	72321	75575
978	72645	75762
979	72953	75931
980	73321	76161
981	73771	76475
982	73893	76449
983	73945	76349
984	73997	76251
985	74041	76144
986	74094	76046
987	74146	75948
988	74378	76033
989	74459	75964
990	74514	75868
991	74564	75767
992	74618	75670
993	74668	75570
994	74727	75478
995	74773	75373
996	74822	75272
997	74880	75180
998	74943	75093
999	74998	74998
1000	75052	74902
1001	75099	74799
1002	75145	74695
1003	75196	74597
1004	75248	74499
1005	75298	74400
1006	75349	74302
1007	75406	74209
1008	75459	74113
1009	75507	74011
1010	75550	73906
1011	75599	73806
1012	75653	73711
1013	75696	73606
1014	75750	73511
1015	75800	73412
1016	75852	73316
1017	75902	73218
1018	75951	73119
1019	76005	73025
1020	76057	72928
1021	76114	72837
1022	76162	72737
1023	76217	72644
1024	76271	72551
1025	76314	72446
1026	76358	72343
1027	76408	72245
1028	76450	72141
1029	76493	72037
1030	76547	71943
1031	76597	71847
1032	76645	71748
1033	76700	71656
1034	76744	71554
1035	76805	71467
1036	76858	71374
1037	76905	71274
1038	76949	71172
1039	77001	71078
1040	77053	70984
1041	77105	70889
1042	77148	70786
1043	77206	70698
1044	77260	70606
1045	77310	70510
1046	77385	70437
1047	77432	70339
1048	77472	70234
1049	77513	70131
1050	77557	70030
1051	77598	69927
1052	77647	69830
1053	77686	69726
1054	77737	69632
1055	77782	69532
1056	77833	69439
1057	77880	69341
1058	77930	69246
1059	77985	69157
1060	78039	69066
1061	78088	68970
1062	78143	68880
1063	78200	68792
1064	78254	68702
1065	78303	68607
1066	78356	68515
1067	78441	68452
1068	78682	68525
1069	78751	68447
1070	78815	68365
1071	78879	68284
1072	78925	68186
1073	78980	68097
1074	79040	68011
1075	79095	67921
1076	79162	67843
1077	79209	67746
1078	79264	67657
1079	79325	67573
1080	79379	67483
1081	79437	67396
1082	79494	67309
1083	79547	67219
1084	79597	67126
1085	79641	67028
1086	79698	66940
1087	79743	66843
1088	79800	66756
1089	79854	66667
1090	79897	66569
1091	79954	66482
1092	80003	66389
1093	80057	66299
1094	80107	66207
1095	80166	66122
1096	80219	66033
1097	80276	65946
1098	80322	65851
1099	80367	65754
1100	80419	65665
1101	80465	65570
1102	80518	65480
1103	80569	65389
1104	80616	65295
1105	80660	65199
1106	80707	65105
1107	80753	65011
1108	80803	64919
1109	80848	64824
1110	80902	64736
1111	80947	64641
1112	80993	64547
1113	81044	64457
1114	81086	64360
1115	81130	64264
1116	81182	64175
1117	81225	64079
1118	81271	63985
1119	81319	63893
1120	81360	63796
1121	81414	63709
1122	81466	63620
1123	81525	63537
1124	81579	63450
1125	81629	63360
1126	81680	63271
1127	81726	63178
1128	81774	63087
1129	81822	62995
1130	81882	62914
1131	81930	62822
1132	81974	62729
1133	82016	62633
1134	82066	62544
1135	82129	62464
1136	82175	62372
1137	82224	62282
1138	82274	62193
1139	82318	62100
1140	82374	62015
1141	82417	61921
1142	82471	61835
1143	82522	61747
1144	82574	61660
1145	82624	61571
1146	82680	61487
1147	82727	61396
1148	82778	61309
1149	82826	61219
1150	82878	61132
1151	82929	61045
1152	82973	60952
1153	83025	60866
1154	83071	60775
1155	83131	60694
1156	83176	60602
1157	83232	60519
1158	83283	60432
1159	83336	60346
1160	83394	60265
1161	83454	60185
1162	83498	60093
1163	83553	60009
1164	83606	59923
1165	83652	59833
1166	83710	59752
1167	83763	59667
1168	83920	59655
1169	84147	59694
1170	84221	59623
1171	84285	59546
1172	84342	59464
1173	84421	59397
1174	84499	59329
1175	84563	59251
1176	84615	59165
1177	84673	59084
1178	84722	58996
1179	84775	58911
1180	84817	58819
1181	84860	58727
1182	84923	58649
1183	84973	58562
1184	85022	58475
1185	85081	58395
1186	85134	58310
1187	85186	58225
1188	85232	58135
1189	85277	58045
1190	85341	57969
1191	85396	57886
1192	85452	57804
1193	85498	57714
1194	85544	57626
1195	85594	57539
1196	85652	57459
1197	85708	57377
1198	85765	57296
1199	85819	57213
1200	85867	57126
1201	85918	57040
1202	85972	56957
1203	86028	56875
1204	86089	56797
1205	86139	56712
1206	86187	56625
1207	86238	56540
1208	86290	56456
1209	86342	56372
1210	86390	56285
1211	86442	56202
1212	86515	56131
1213	86572	56051
1214	86620	55964
1215	86664	55875
1216	86706	55786
1217	86752	55698
1218	86793	55607
1219	86840	55521
1220	86891	55437
1221	86938	55350
1222	86983	55262
1223	87034	55178
1224	87075	55088
1225	87120	55001
1226	87170	54916
1227	87212	54827
1228	87263	54743
1229	87308	54656
1230	87360	54573
1231	87404	54486
1232	87443	54394
1233	87488	54308
1234	87539	54224
1235	87588	54140
1236	87635	54055
1237	87685	53971
1238	87737	53888
1239	87788	53805
1240	87847	53727
1241	87891	53640
1242	87935	53553
1243	87985	53470
1244	88028	53382
1245	88083	53302
1246	88129	53216
1247	88175	53131
1248	88226	53049
1249	88273	52964
1250	88338	52889
1251	88384	52804
1252	88439	52725
1253	88483	52638
1254	88537	52558
1255	88584	52473
1256	88634	52391
1257	88687	52310
1258	88733	52224
1259	88793	52148
1260	88843	52065
1261	88884	51978
1262	88933	51895
1263	88982	51812
1264	89037	51733
1265	89082	51647
1266	89129	51564
1267	89176	51480
1268	89240	51406
1269	89288	51323
1270	89338	51241
1271	89388	51159
1272	89438	51077
1273	89488	50995
1274	89531	50910
1275	89579	50827
1276	89635	50748
1277	89693	50671
1278	89752	50595
1279	89811	50519
1280	89880	50448
1281	90575	50727
1282	90896	50797
1283	91073	50785
1284	91131	50707
1285	91180	50624
1286	91239	50546
1287	91296	50468
1288	91437	50435
1289	91492	50356
1290	91539	50272
1291	91589	50189
1292	91644	50110
1293	91706	50034
1294	91767	49958
1295	91821	49878
1296	91875	49798
1297	91942	49725
1298	91986	49640
1299	92037	49558
1300	92085	49475
1301	92145	49398
1302	92188	49313
1303	92239	49232
1304	92289	49150
1305	92333	49065
1306	92382	48983
1307	92435	48902
1308	92482	48820
1309	92527	48735
1310	92570	48650
1311	92617	48567
1312	92670	48488
1313	92717	48405
1314	92776	48328
1315	92831	48249
1316	92879	48167
1317	92921	48082
1318	92965	47998
1319	93022	47920
1320	93067	47836
1321	93119	47757
1322	93166	47674
1323	93205	47588
1324	93244	47502
1325	93288	47418
1326	93341	47338
1327	93384	47254
1328	93434	47174
1329	93479	47091
1330	93538	47015
1331	93584	46932
1332	93634	46852
1333	93687	46773
1334	93746	46697
1335	93794	46616
1336	93835	46531
1337	93887	46452
1338	93946	46376
1339	93987	46292
1340	94036	46211
1341	94087	46132
1342	94144	46056
1343	94195	45976
1344	94249	45898
1345	94299	45818
1346	94352	45740
1347	94403	45661
1348	94459	45584
1349	94516	45507
1350	94566	45428
1351	94613	45347
1352	94661	45267
1353	94709	45186
1354	94757	45106
1355	94808	45027
1356	94855	44946
1357	94906	44867
1358	94954	44787
1359	95011	44711
1360	95058	44630
1361	95113	44553
1362	95173	44479
1363	95220	44398
1364	95272	44320
1365	95319	44240
1366	95369	44161
1367	95424	44085
1368	95472	44005
1369	95517	43923
1370	95561	43842
1371	95604	43760
1372	95653	43681
1373	95700	43601
1374	95757	43526
1375	95804	43446
1376	95849	43365
1377	95906	43290
1378	95960	43213
1379	96006	43133
1380	96054	43054
1381	96107	42977
1382	96158	42899
1383	96206	42820
1384	96251	42739
1385	96297	42659
1386	96346	42581
1387	96399	42504
1388	96443	42424
1389	96496	42347
1390	96546	42269
1391	96587	42187
1392	96636	42109
1393	96692	42034
1394	96743	41956
1395	96805	41884
1396	96847	41803
1397	96900	41726
1398	96945	41646
1399	97200	41657
1400	97274	41589
1401	97321	41510
1402	97376	41435
1403	97431	41359
1404	97479	41281
1405	97531	41204
1406	97585	41128
1407	97638	41052
1408	97701	40980
1409	97761	40907
1410	97822	40834
1411	97868	40755
1412	97919	40678
1413	97973	40602
1414	98019	40523
1415	98068	40446
1416	98118	40369
1417	98169	40292
1418	98222	40216
1419	98266	40137
1420	98317	40060
1421	98377	39987
1422	98425	39909
1423	98472	39831
1424	98511	39750
1425	98572	39678
1426	98635	39606
1427	98686	39529
1428	98747	39457
1429	98810	39386
1430	98863	39310
1431	98911	39232
1432	98960	39156
1433	99008	39078
1434	99063	39004
1435	99113	38927
1436	99172	38854
1437	99222	38778
1438	99278	38704
1439	99320	38624
1440	99365	38546
1441	99420	38472
1442	99471	38395
1443	99526	38322
1444	99580	38247
1445	99628	38170
1446	99677	38093
1447	99732	38019
1448	99784	37944
1449	99840	37870
1450	99885	37792
1451	99936	37717
1452	99990	37642
1453	100045	37568
1454	100091	37491
1455	100138	37414
1456	100187	37338
1457	100234	37261
1458	100273	37181
1459	100317	37103
1460	100363	37026
1461	100417	36952
1462	100466	36876
1463	100512	36799
1464	100567	36725
1465	100619	36651
1466	100664	36574
1467	100710	36497
1468	100759	36421
1469	100811	36346
1470	100857	36270
1471	100903	36193
1472	100950	36117
1473	100998	36041
1474	101044	35964
1475	101083	35885
1476	101129	35809
1477	101183	35735
1478	101230	35659
1479	101276	35583
1480	101325	35508
1481	101370	35431
1482	101425	35358
1483	101479	35285
1484	101525	35209
1485	101581	35136
1486	101631	35061
1487	101681	34987
1488	101734	34913
1489	101781	34838
1490	101828	34762
1491	101880	34688
1492	101925	34612
1493	101974	34537
1494	102039	34468
1495	102093	34395
1496	102147	34322
1497	102194	34246
1498	102245	34172
1499	102306	34102
1500	102359	34028
1501	102403	33952
1502	102443	33875
1503	102487	33799
1504	102532	33723
1505	102574	33646
1506	102622	33571
1507	102665	33495
1508	102711	33420
1509	102755	33344
1510	102803	33269
1511	102850	33195
1512	102902	33122
1513	102957	33049
1514	103011	32977
1515	103054	32901
1516	103094	32824
1517	103145	32751
1518	103199	32678
1519	103249	32605
1520	103308	32534
1521	103356	32460
1522	103418	32390
1523	103475	32318
1524	103527	32246
1525	103574	32171
1526	103618	32096
1527	103662	32021
1528	103716	31949
1529	103761	31874
1530	103821	31804
1531	103876	31732
1532	103933	31661
1533	103984	31588
1534	104036	31515
1535	104082	31441
1536	104127	31366
1537	104170	31291
1538	104219	31218
1539	104265	31144
1540	104328	31075
1541	104378	31002
1542	104435	30931
1543	104503	30863
1544	104557	30792
1545	104623	30723
1546	104684	30654
1547	104736	30581
1548	104778	30506
1549	104824	30432
1550	104887	30363
1551	104937	30291
1552	104983	30217
1553	105034	30145
1554	105088	30073
1555	105134	29999
1556	105447	30002
1557	105525	29937
1558	105580	29865
1559	105639	29795
1560	105695	29724
1561	105754	29654
1562	105809	29583
1563	105867	29512
1564	105926	29442
1565	105985	29372
1566	106044	29302
1567	106092	29229
1568	106149	29158
1569	106200	29086
1570	106253	29015
1571	106300	28941
1572	106346	28868
1573	106399	28796
1574	106449	28724
1575	106498	28651
1576	106554	28581
1577	106603	28508
1578	106665	28439
1579	106729	28371
1580	106776	28298
1581	106826	28226
1582	106877	28154
1583	107048	28113
1584	107177	28062
1585	107252	27996
1586	107306	27925
1587	107350	27851
1588	107402	27780
1589	107452	27707
1590	107497	27634
1591	107540	27560
1592	107596	27490
1593	107654	27420
1594	107705	27348
1595	107762	27278
1596	107808	27205
1597	107855	27132
1598	107901	27059
1599	107940	26985
1600	107992	26913
1601	108042	26842
1602	108095	26771
1603	108139	26697
1604	108197	26628
1605	108249	26556
1606	108303	26486
1607	108352	26414
1608	108404	26343
1609	108450	26270
1610	108514	26202
1611	108562	26130
1612	108616	26059
1613	108671	25989
1614	108733	25920
1615	108780	25848
1616	108981	25813
1617	109079	25753
1618	109132	25682
1619	109179	25610
1620	109233	25539
1621	109285	25468
1622	109331	25396
1623	109390	25326
1624	109452	25258
1625	109500	25186
1626	109564	25118
1627	109625	25049
1628	109689	24981
1629	109816	24927
1630	110001	24886
1631	110051	24815
1632	110114	24747
1633	110174	24678
1634	110234	24608
1635	110291	24539
1636	110372	24474
1637	110446	24408
1638	110496	24337
1639	110535	24263
1640	110587	24193
1641	110628	24119
1642	110676	24048
1643	110725	23977
1644	110769	23904
1645	110830	23835
1646	110893	23767
1647	110942	23696
1648	110988	23624
1649	111033	23552
1650	111081	23481
1651	111130	23409
1652	111171	23337
1653	111225	23267
1654	111271	23195
1655	111313	23123
1656	111364	23052
1657	111419	22982
1658	111466	22911
1659	111510	22839
1660	111568	22770
1661	111612	22698
1662	111664	22628
1663	111716	22558
1664	111762	22486
