iter	Logloss
287	0.3732876551
288	0.3729567175
289	0.3727474472
290	0.3725021722
291	0.3721954845
292	0.3718702323
293	0.3715375387
294	0.3712356772
295	0.3709819333
296	0.3707342161
297	0.3705234649
298	0.3702680338
299	0.370050048
300	0.3695926768
301	0.3694160155
302	0.3692423422
303	0.3690367992
304	0.3688649711
305	0.3687172633
306	0.3684691923
307	0.3682774838
308	0.3680835487
309	0.3679107708
310	0.367568411
311	0.3672206273
312	0.367008364
313	0.3668298994
314	0.366544662
315	0.3663007906
316	0.366036224
317	0.3658340104
318	0.3656989074
319	0.3653798075
320	0.3652031041
321	0.365022037
322	0.3647804029
323	0.3644378608
324	0.3642354379
325	0.363986611
326	0.3637996494
327	0.3636487029
328	0.363494709
329	0.3633208
330	0.3631392837
331	0.3629580061
332	0.3627220578
333	0.362538658
334	0.3623908864
335	0.3620122935
336	0.3618600178
337	0.3615581878
338	0.3613537341
339	0.3610961516
340	0.3608020248
341	0.3605433851
342	0.3602639988
343	0.3600723384
344	0.3599320367
345	0.3597328588
346	0.3594866047
347	0.3592774706
348	0.3590209582
349	0.3588162458
350	0.358614667
351	0.3584104112
352	0.3582917302
353	0.3580670066
354	0.3578851645
355	0.3576464852
356	0.3574670713
357	0.3572109712
358	0.357024949
359	0.3568730078
360	0.3567351681
361	0.3565217221
362	0.3562158272
363	0.3559614329
364	0.3557639452
365	0.3555789428
366	0.3554547235
367	0.3552881508
368	0.3551349513
369	0.3549826177
370	0.3547758808
371	0.3545302355
372	0.3543845382
373	0.3542470827
374	0.354012632
375	0.3539155552
376	0.3537921664
377	0.3535934715
378	0.3534139036
379	0.3531149105
380	0.352851095
381	0.3526781808
382	0.3525317096
383	0.3523321554
384	0.3521682356
385	0.3519438366
386	0.3517435756
387	0.3515638694
388	0.3514499528
389	0.3512571028
390	0.3510662661
391	0.3509108524
392	0.3507101348
393	0.3505225747
394	0.3503171263
395	0.3500923159
396	0.3498426178
397	0.3496717837
398	0.3495100752
399	0.3493869519
400	0.3491712413
401	0.348909031
402	0.348713313
403	0.348525062
404	0.3482972653
405	0.3481684731
406	0.3480027108
407	0.3478160295
408	0.3476460752
409	0.3473587487
410	0.3472272948
411	0.3471114629
412	0.3468923058
413	0.3466414533
414	0.3464178483
415	0.3463006693
416	0.3461398206
417	0.3459578571
418	0.3458022712
419	0.345645957
420	0.3454486667
421	0.3452760141
422	0.3451461452
423	0.3449553816
424	0.3447801811
425	0.3446235923
426	0.3445053678
427	0.3443491861
428	0.3441711493
429	0.3440491195
430	0.3438340029
431	0.3436820306
432	0.343548208
433	0.3434014298
434	0.343181642
435	0.3428632987
436	0.3426349176
437	0.3424601987
438	0.3423344426
439	0.3421958512
440	0.3420589988
441	0.3419532218
442	0.3418365915
443	0.3416565486
444	0.3415386612
445	0.3413989158
446	0.3411924372
447	0.3410114478
448	0.3408598221
449	0.3407412538
450	0.3405745596
451	0.3404050545
452	0.3402148542
453	0.3400593764
454	0.3399089876
455	0.3397355383
456	0.339538319
457	0.3393582428
458	0.3391765922
459	0.338942089
460	0.3387649017
461	0.3385962347
462	0.3384978389
463	0.3383970072
464	0.3381857221
465	0.338027383
466	0.3378871852
467	0.337645067
468	0.3375321137
469	0.3373470406
470	0.3371579463
471	0.3369805879
472	0.3368121671
473	0.3367035931
474	0.3365684817
475	0.3364265673
476	0.3363227639
477	0.3361377321
478	0.336064791
479	0.3359080545
480	0.3357233018
481	0.3355936498
482	0.335483055
483	0.3353340518
484	0.3352240773
485	0.3350636567
486	0.3349131458
487	0.3347943653
488	0.3346046933
489	0.334341288
490	0.3341716846
491	0.3340639018
492	0.3339379852
493	0.3338470864
494	0.3337397543
495	0.3336250567
496	0.3334973208
497	0.3333886154
498	0.3332991086
499	0.3332179606
500	0.3331246347
501	0.3329362926
502	0.3327493451
503	0.3326409375
504	0.3324786266
505	0.3322953967
506	0.3321164728
507	0.3319979171
508	0.3318841755
509	0.3317508164
510	0.3316598941
511	0.3315017753
512	0.3313763437
513	0.3312976068
514	0.3310884678
515	0.3309795521
516	0.3308787051
517	0.3307462017
518	0.3305793418
519	0.3304200686
520	0.3302651175
521	0.3301371199
522	0.3299734286
523	0.3298453158
524	0.3297122516
525	0.3295428457
526	0.3294204506
527	0.3292838249
528	0.3292012466
529	0.3291167528
530	0.3289952212
531	0.3288537502
532	0.3287216943
533	0.3285081115
534	0.3284027382
535	0.3282911518
536	0.3281853176
537	0.3281099187
538	0.3280104117
539	0.3278819331
540	0.3277864234
541	0.3276612785
542	0.3275104613
543	0.3274122211
544	0.3273208568
545	0.3272361767
546	0.3271189564
547	0.3270299048
548	0.3269530744
549	0.3268401709
550	0.3267473789
551	0.3266403116
552	0.3264020245
553	0.3262476335
554	0.3261600195
555	0.3260102948
556	0.3258635971
557	0.3257856763
558	0.3256905879
559	0.3255527154
560	0.3254164781
561	0.3252553585
562	0.3251441126
563	0.3250683986
564	0.3249208962
565	0.3248163026
566	0.3246642892
567	0.3245652041
568	0.3244552378
569	0.3242770343
570	0.3241803883
571	0.3240602655
572	0.3239337836
573	0.3238246842
574	0.3236008887
575	0.3234590146
576	0.3233523682
577	0.3232869077
578	0.3232217977
579	0.3231438309
580	0.3230239341
581	0.322904263
582	0.322801768
583	0.3227119597
584	0.3226017572
585	0.3225247558
586	0.3224198117
587	0.3223364382
588	0.3222356717
589	0.3220949598
590	0.3219090168
591	0.3217639353
592	0.3215965152
593	0.3214168927
594	0.3213384968
595	0.3212682095
596	0.321186584
597	0.3210735513
598	0.3209145876
599	0.3208058705
600	0.3206723581
601	0.3205582213
602	0.3204788584
603	0.3204043775
604	0.3203161404
605	0.3202000255
606	0.3200493465
607	0.3199412402
608	0.3198475593
609	0.319694709
610	0.3195977758
611	0.3194731728
612	0.3193502177
613	0.3192435148
614	0.3190552034
615	0.3189253404
616	0.3188375567
617	0.3187690221
618	0.31868551
619	0.3185569393
620	0.3184380709
621	0.318285463
622	0.3181532088
623	0.3180275266
624	0.3179263592
625	0.3178195919
626	0.3177471791
627	0.3176404549
628	0.3175150512
629	0.3174380346
630	0.3173491573
631	0.3172419705
632	0.317115971
633	0.3170156908
634	0.3168666561
635	0.316774991
636	0.3166645649
637	0.3165755738
638	0.316500271
639	0.3164103153
640	0.3162753201
641	0.3161289878
642	0.315969513
643	0.3158506489
644	0.3157290796
645	0.3156180383
646	0.3155541403
647	0.3154469906
648	0.315312576
649	0.3151894756
650	0.3150939546
651	0.3150043703
652	0.3149207974
653	0.3147736545
654	0.3146119752
655	0.314499479
656	0.3144278486
657	0.3143140694
658	0.3142703257
659	0.3141563791
660	0.3140854222
661	0.3139988712
662	0.313892729
663	0.3138424484
664	0.3137152692
665	0.313608797
666	0.3135104047
667	0.3134073482
668	0.313245304
669	0.3131140133
670	0.3130213042
671	0.3128873053
672	0.3127973419
673	0.3127399691
674	0.3126215787
675	0.3125046748
676	0.3124210329
677	0.3123024012
678	0.3121974718
679	0.312032519
680	0.3119645208
681	0.3118718595
682	0.3117659444
683	0.311648763
684	0.3114958017
685	0.3113750966
686	0.3112353839
687	0.3111687156
688	0.3109979552
689	0.3109186079
690	0.3108301549
691	0.3107320453
692	0.3106748541
693	0.3105776226
694	0.310415174
695	0.3103109586
696	0.3102462297
697	0.3101977895
698	0.3100592782
699	0.3099711411
700	0.309878032
701	0.3097828111
702	0.3096239024
703	0.3095370365
704	0.3094461958
705	0.309365385
706	0.3092934529
707	0.3092108966
708	0.3091643292
709	0.3090799797
710	0.3090060956
711	0.3089063886
712	0.3087987182
713	0.3086923171
714	0.3086143195
715	0.3085260182
716	0.3084469954
717	0.308330588
718	0.3082341683
719	0.3081862298
720	0.3080652709
721	0.3079754369
722	0.3078959248
723	0.3078251189
724	0.3077626039
725	0.3076376752
726	0.3075456546
727	0.3074438376
728	0.3073412466
729	0.3073037733
730	0.3071907259
731	0.3071102242
732	0.3070513371
733	0.3070027811
734	0.3068301287
735	0.3067449139
736	0.3066360938
737	0.3065011989
738	0.3064035697
739	0.3063621905
740	0.3062509219
741	0.3061416741
742	0.3059664078
743	0.3058972696
744	0.3057867225
745	0.3056919149
746	0.3055975962
747	0.3054916564
748	0.305426379
749	0.3053584486
750	0.3052903492
751	0.3051890581
752	0.3051357749
753	0.3050155584
754	0.3049070428
755	0.3048305427
756	0.3047114437
757	0.3046486359
758	0.304570251
759	0.304490616
760	0.3043263049
761	0.3042317362
762	0.3040923864
763	0.3040107557
764	0.3039144105
765	0.3038285962
766	0.3037587288
767	0.3036729753
768	0.3036010662
769	0.3035162712
770	0.3033749361
771	0.3032582936
772	0.3031695684
773	0.3030549672
774	0.3029083638
775	0.3028131623
776	0.3027132828
777	0.3026213613
778	0.302536059
779	0.3024063667
780	0.3023388706
781	0.3022093865
782	0.3021789067
783	0.3021037331
784	0.3020025901
785	0.3018942731
786	0.3017981012
787	0.3017351353
788	0.3016468715
789	0.3015644334
790	0.301483596
791	0.3014144458
792	0.3013390378
793	0.3012528687
794	0.3011555145
795	0.3010552861
796	0.3009806824
797	0.3008651899
798	0.3008007277
799	0.300684481
800	0.3006087721
801	0.3005178086
802	0.3004409952
803	0.3003880626
804	0.300266231
805	0.3000590631
806	0.2999946601
807	0.2998713483
808	0.2997388803
809	0.2996416386
810	0.2995694916
811	0.299482483
812	0.2993650265
813	0.2992964498
814	0.2992215343
815	0.2991283457
816	0.2990680528
817	0.2988859714
818	0.2987802401
819	0.2986974408
820	0.2985950985
821	0.2985120786
822	0.2984614407
823	0.2983957879
824	0.2983099232
825	0.2981811396
826	0.2980805976
827	0.2979516023
828	0.2978556343
829	0.2977849903
830	0.2977191702
831	0.297671518
832	0.2975969433
833	0.2975615015
834	0.2974625566
835	0.2973688649
836	0.2973140993
837	0.2972476664
838	0.2971686461
839	0.2970965222
840	0.297006129
841	0.2968980249
842	0.2968350549
843	0.2967453906
844	0.2967096037
845	0.2966068724
846	0.2965290072
847	0.2964773459
848	0.2963934993
849	0.2963693895
850	0.2962895315
851	0.2962238267
852	0.2961535251
853	0.2960607135
854	0.2959740562
855	0.2958903934
856	0.295827897
857	0.2957283254
858	0.2956228628
859	0.2955856612
860	0.295485187
861	0.2954149684
862	0.2953333951
863	0.2952338403
864	0.2951513091
865	0.2950710064
866	0.2950179919
867	0.2949570757
868	0.2948677155
869	0.2947530096
870	0.294648097
871	0.2945970323
872	0.2945360132
873	0.2944624069
874	0.2943789283
875	0.2942821235
876	0.2941956438
877	0.2941451714
878	0.2941035341
879	0.2939867618
880	0.2938314557
881	0.2937333444
882	0.2936530084
883	0.2935498067
884	0.2934836161
885	0.2933797588
886	0.2933315812
887	0.2931342536
888	0.2930550543
889	0.292938275
890	0.292844688
891	0.2927267286
892	0.2926379577
893	0.2925828035
894	0.2925083617
895	0.2923809461
896	0.2923040832
897	0.2921960499
898	0.2921094353
899	0.2920458017
900	0.2919508387
901	0.2919061759
902	0.2918187495
903	0.2917411703
904	0.2916576816
905	0.2916116288
906	0.291538645
907	0.2914667288
908	0.2913886842
909	0.2912915808
910	0.2912073794
911	0.2910842038
912	0.2910235449
913	0.2909444706
914	0.2908742887
915	0.2908182929
916	0.2907749618
917	0.2906773445
918	0.2906245121
919	0.2905183035
920	0.2904492731
921	0.2903884981
922	0.2903286342
923	0.2902784606
924	0.2901984332
925	0.2901575758
926	0.2901236915
927	0.2900522537
928	0.2899799889
929	0.2898514925
930	0.2897707752
931	0.2897269675
932	0.2896500646
933	0.2896044365
934	0.2895312817
935	0.2894635241
936	0.2893999905
937	0.2893178701
938	0.2892617882
939	0.2892075453
940	0.2891147785
941	0.2890698056
942	0.289045733
943	0.2889836431
944	0.2888492821
945	0.2888138874
946	0.2887067935
947	0.2886393702
948	0.2885280985
949	0.2884252836
950	0.2883744135
951	0.2882795676
952	0.2882074107
953	0.2881482631
954	0.2880611505
955	0.2879791828
956	0.2879205014
957	0.2878473522
958	0.2877870227
959	0.2876974752
960	0.2875878447
961	0.2875346441
962	0.2874630231
963	0.2874111569
964	0.2873635508
965	0.2873071432
966	0.2871993741
967	0.2871151216
968	0.287060511
969	0.2870095938
970	0.2869654817
971	0.2869311996
972	0.286855151
973	0.2867872451
974	0.2867037804
975	0.2866048051
976	0.2864928187
977	0.286320567
978	0.2862475172
979	0.2861981201
980	0.2861253256
981	0.2860401498
982	0.2859726909
983	0.2859092011
984	0.2858819814
985	0.2858315151
986	0.2857680265
987	0.2857268709
988	0.2856220713
989	0.285530544
990	0.2854299874
991	0.2853869464
992	0.2853041516
993	0.2852655424
994	0.2852064725
995	0.2851654159
996	0.2850993716
997	0.2850140059
998	0.2848642939
999	0.2847211811
1000	0.2845886939
1001	0.2845272506
1002	0.2844797405
1003	0.2844394637
1004	0.284361331
1005	0.2842915655
1006	0.2842421695
1007	0.2841828332
1008	0.284110924
1009	0.2840515634
1010	0.2840029849
1011	0.2839353309
1012	0.283826405
1013	0.2838004781
1014	0.2837232624
1015	0.2836591863
1016	0.2835981752
1017	0.2835445175
1018	0.2834804841
1019	0.2834274891
1020	0.2833637372
1021	0.2833058649
1022	0.283250391
1023	0.2831045529
1024	0.2829946382
1025	0.2829677035
1026	0.2828826226
1027	0.2828276507
1028	0.2827898807
1029	0.2827431194
1030	0.2826737972
1031	0.2826117543
1032	0.2825522299
1033	0.2824899446
1034	0.2824258429
1035	0.2823709235
1036	0.2822648981
1037	0.2822169186
1038	0.2821917477
1039	0.2820982622
1040	0.2819400107
1041	0.2818944686
1042	0.2818733561
1043	0.281821623
1044	0.2817365222
1045	0.2816529602
1046	0.2815596388
1047	0.2814882255
1048	0.2814556847
1049	0.2814016651
1050	0.2813549126
1051	0.2813139231
1052	0.2812484259
1053	0.281222463
1054	0.2811630696
1055	0.2811258191
1056	0.2810256463
1057	0.280979949
1058	0.2809277758
1059	0.2808528177
1060	0.2807420582
1061	0.2806940037
1062	0.2806639877
1063	0.2806097466
1064	0.28055156
1065	0.2804920807
1066	0.2804147386
1067	0.2803312441
1068	0.2802531181
1069	0.2801883886
1070	0.2801420495
1071	0.2800373272
1072	0.2799949012
1073	0.2799172603
1074	0.2798551474
1075	0.2798203681
1076	0.2797095784
1077	0.2796655277
1078	0.2795815066
1079	0.2794890445
1080	0.2794295836
1081	0.2793567236
1082	0.2792477916
1083	0.2791958728
1084	0.2791460022
1085	0.2791069946
1086	0.2790300831
1087	0.2790067113
1088	0.2789150983
1089	0.2788815729
1090	0.278864758
1091	0.2787793632
1092	0.2787048514
1093	0.2786446403
1094	0.2785900008
1095	0.2784784074
1096	0.2784194719
1097	0.2783445334
1098	0.278282385
1099	0.2782294324
1100	0.2781355707
1101	0.2780853309
1102	0.2780242461
1103	0.2779539519
1104	0.2778890127
1105	0.2778475455
1106	0.2777874951
1107	0.2777119847
1108	0.2776615412
1109	0.2776175549
1110	0.2775305918
1111	0.2774707745
1112	0.277444367
1113	0.2773576403
1114	0.27730851
1115	0.2772793438
1116	0.277219287
1117	0.2771822099
1118	0.2771286282
1119	0.2770367792
1120	0.2770047143
1121	0.2769402022
1122	0.2768752633
1123	0.2767640108
1124	0.2766952676
1125	0.2766353035
1126	0.2765680873
1127	0.2765269099
1128	0.2764885938
1129	0.2764442606
1130	0.2763379165
1131	0.2762701772
1132	0.2762007492
1133	0.2761738004
1134	0.2760707811
1135	0.2759904087
1136	0.2759211815
1137	0.2758777091
1138	0.2757994905
1139	0.275754302
1140	0.275685542
1141	0.2756412139
1142	0.2755673507
1143	0.2755305016
1144	0.2754591232
1145	0.2753886022
1146	0.27530042
1147	0.2752475945
1148	0.2751982044
1149	0.2751217387
1150	0.2750305432
1151	0.2749637338
1152	0.2749215863
1153	0.274822961
1154	0.2747551415
1155	0.2746699462
1156	0.2746472781
1157	0.2745953992
1158	0.2745454606
1159	0.274500057
1160	0.2744111356
1161	0.2743352309
1162	0.2742766131
1163	0.2741890166
1164	0.2740841041
1165	0.2740340936
1166	0.2739537175
1167	0.2739229118
1168	0.2738779286
1169	0.2738449028
1170	0.2737800179
1171	0.2737049596
1172	0.2736551449
1173	0.2736127191
1174	0.2735285362
1175	0.2734609939
1176	0.2734174835
1177	0.273365059
1178	0.2733238987
1179	0.2732885005
1180	0.2732430677
1181	0.2732004836
1182	0.2731059828
1183	0.2730564973
1184	0.2729931976
1185	0.2729353747
1186	0.272858642
1187	0.2728135422
1188	0.2727731221
1189	0.2727316845
1190	0.2726426098
1191	0.2725600949
1192	0.2725098848
1193	0.2724819528
1194	0.2724343534
1195	0.2723745351
1196	0.2723095553
1197	0.2722339116
1198	0.2721550738
1199	0.2721049328
1200	0.272057739
1201	0.2719665955
1202	0.2718823844
1203	0.2717844853
1204	0.271698714
1205	0.2716577111
1206	0.2715896473
1207	0.2715336609
1208	0.2714865005
1209	0.2714410132
1210	0.271410298
1211	0.2713637944
1212	0.2713052102
1213	0.2711961598
1214	0.2711436027
1215	0.2710846405
1216	0.2710441821
1217	0.2710134314
1218	0.2709660452
1219	0.2709230847
1220	0.2708617375
1221	0.2707893501
1222	0.2707378024
1223	0.2706851486
1224	0.270649523
1225	0.2706059455
1226	0.2705381292
1227	0.2704974464
1228	0.2704537155
1229	0.2704095058
1230	0.2703657546
1231	0.2703352315
1232	0.2703171955
1233	0.2702843848
1234	0.2702309712
1235	0.2701887397
1236	0.2701455994
1237	0.2700660251
1238	0.2700065457
1239	0.2699322833
1240	0.269886601
1241	0.2698462913
1242	0.2697981048
1243	0.2697688283
1244	0.2697375585
1245	0.2696767718
1246	0.2696356856
1247	0.2695685862
1248	0.2695190946
1249	0.2694809929
1250	0.2694107705
1251	0.2693258091
1252	0.269269591
1253	0.2692219123
1254	0.2691651264
1255	0.2691142021
1256	0.2690399965
1257	0.268988835
1258	0.2689418858
1259	0.2688630448
1260	0.2688196692
1261	0.2687829861
1262	0.268718777
1263	0.2686777933
1264	0.2686304545
1265	0.2685839222
1266	0.268518511
1267	0.2684673198
1268	0.2683689859
1269	0.2683195708
1270	0.268270579
1271	0.2682141106
1272	0.2681463988
1273	0.2680713844
1274	0.2680235391
1275	0.267953412
1276	0.2678963839
1277	0.2678336533
1278	0.2677957677
1279	0.2676998691
1280	0.2676235095
1281	0.2675717916
1282	0.2675024756
1283	0.2674161989
1284	0.2673458677
1285	0.2672812126
1286	0.2672056673
1287	0.2671533428
1288	0.2670751567
1289	0.267008931
1290	0.2669642243
1291	0.2668920378
1292	0.2668446387
1293	0.2667790369
1294	0.2667258094
1295	0.2666949854
1296	0.266648124
1297	0.266593974
1298	0.2665397132
1299	0.2664844446
1300	0.2664003797
1301	0.2663169827
1302	0.266273473
1303	0.2662306081
1304	0.2661872283
1305	0.2661387049
1306	0.2660762234
1307	0.2660310237
1308	0.2659771443
1309	0.2659405897
1310	0.265898286
1311	0.2658716294
1312	0.2658150392
1313	0.2657761073
1314	0.2656744879
1315	0.2656157304
1316	0.2655747543
1317	0.2655452108
1318	0.2654969148
1319	0.2654471705
1320	0.2654066327
1321	0.2653459416
1322	0.2653140605
1323	0.2653027765
1324	0.26528421
1325	0.265252517
1326	0.2651915114
1327	0.2651536172
1328	0.2650848662
1329	0.2650419931
1330	0.2649644075
1331	0.2649174999
1332	0.2648767207
1333	0.2648369247
1334	0.2647558142
1335	0.2646873373
1336	0.2646673998
1337	0.2646241322
1338	0.2645656099
1339	0.2645439436
1340	0.2645109321
1341	0.2644757697
1342	0.2643813065
1343	0.264336493
1344	0.2642763484
1345	0.2642378804
1346	0.2641742543
1347	0.2641262403
1348	0.2640435159
1349	0.2639897742
1350	0.2639385147
1351	0.2639122053
1352	0.2638678573
1353	0.2638070024
1354	0.2637717688
1355	0.2637108848
1356	0.2636232694
1357	0.2635789371
1358	0.2635491
1359	0.2634728857
1360	0.2634527343
1361	0.2633562754
1362	0.263278501
1363	0.2632392679
1364	0.2631947764
1365	0.2631428223
1366	0.2630997445
1367	0.2630350801
1368	0.2629438596
1369	0.2629011039
1370	0.2628736078
1371	0.262836019
1372	0.2627736536
1373	0.2627371386
1374	0.2626679115
1375	0.2626290151
1376	0.2625956833
1377	0.2625521718
1378	0.2624992075
1379	0.2624509456
1380	0.2624100738
1381	0.2623665607
1382	0.2622990963
1383	0.2622496869
1384	0.2621964895
1385	0.2621364688
1386	0.2620651512
1387	0.2619723909
1388	0.2619154277
1389	0.2618611424
1390	0.2618215023
1391	0.2617852303
1392	0.2617364729
1393	0.2616692218
1394	0.2615846078
1395	0.2615167383
1396	0.2614987356
1397	0.2614380189
1398	0.2614105072
1399	0.2613426497
1400	0.2612730364
1401	0.2612345879
1402	0.2612023417
1403	0.2611486578
1404	0.261099975
1405	0.2610506846
1406	0.2609735803
1407	0.2608929332
1408	0.2608315376
1409	0.2607865942
1410	0.2606966133
1411	0.2606541433
1412	0.2606216695
1413	0.2605901859
1414	0.2605570618
1415	0.2605070567
1416	0.2604589107
1417	0.260407069
1418	0.2603681966
1419	0.2603291437
1420	0.260283084
1421	0.2602341776
1422	0.2602176949
1423	0.260146347
1424	0.2601300199
1425	0.2600125906
1426	0.2599149249
1427	0.2598697141
1428	0.2597830837
1429	0.2596965943
1430	0.2596577298
1431	0.2596149073
1432	0.2595640396
1433	0.2595378928
1434	0.2594983635
1435	0.2594593174
1436	0.2593898634
1437	0.259355883
1438	0.2593169203
1439	0.2592872355
1440	0.2592428401
1441	0.2591983509
1442	0.2591324842
1443	0.2590863875
1444	0.2590346881
1445	0.2589731374
1446	0.258932945
1447	0.2588936438
1448	0.2588491038
1449	0.2587926778
1450	0.2587359615
1451	0.2586946205
1452	0.2586073962
1453	0.2585480994
1454	0.2585005137
1455	0.2584552743
1456	0.2584110089
1457	0.2583500985
1458	0.2583419909
1459	0.2583095872
1460	0.2582748952
1461	0.2581906041
1462	0.2581324545
1463	0.258089352
1464	0.2580137162
1465	0.2579702471
1466	0.2579306224
1467	0.2579027343
1468	0.257850884
1469	0.2578074829
1470	0.2577658874
1471	0.2577102369
1472	0.2576669021
1473	0.2576367331
1474	0.2576097558
1475	0.2575858338
1476	0.2575275751
1477	0.2574764831
1478	0.2574210285
1479	0.2573681371
1480	0.2573283876
1481	0.2572935624
1482	0.2572482979
1483	0.2572189048
1484	0.2572007899
1485	0.2571301301
1486	0.2570989414
1487	0.2570410936
1488	0.2569844617
1489	0.2569304835
1490	0.2569085601
1491	0.2568735573
1492	0.2568082114
1493	0.256765421
1494	0.2566871621
1495	0.2566260979
1496	0.256559807
1497	0.2565191113
1498	0.2564514343
1499	0.2563781545
1500	0.2563149506
1501	0.2562784602
1502	0.2562576206
1503	0.2562010809
1504	0.2561620692
1505	0.2561137819
1506	0.2560760129
1507	0.2560476204
1508	0.256011406
1509	0.255983921
1510	0.255947591
1511	0.2559176485
1512	0.2558886963
1513	0.2558538001
