iter	Logloss
1514	0.2557959264
1515	0.2557677703
1516	0.2557545072
1517	0.2557073733
1518	0.2556547189
1519	0.2556112667
1520	0.2555493996
1521	0.2555057167
1522	0.2554183002
1523	0.2553403328
1524	0.2552671059
1525	0.2552291092
1526	0.2551975082
1527	0.2551618996
1528	0.2551106385
1529	0.2550650168
1530	0.2549943068
1531	0.2549301146
1532	0.2548697099
1533	0.2547986208
1534	0.2547610071
1535	0.2546930974
1536	0.2546514583
1537	0.2546222409
1538	0.2545763985
1539	0.2545324561
1540	0.254464576
1541	0.2544023673
1542	0.2543620643
1543	0.2542758618
1544	0.2542396694
1545	0.2541541884
1546	0.254103093
1547	0.2540272155
1548	0.2539998903
1549	0.2539435687
1550	0.2538472133
1551	0.2537683588
1552	0.2537186041
1553	0.2536811523
1554	0.2536122097
1555	0.2535874792
1556	0.2535530154
1557	0.2535333449
1558	0.2535009576
1559	0.2534446945
1560	0.2534210915
1561	0.2533787189
1562	0.2533587429
1563	0.2533030505
1564	0.253257948
1565	0.2532147924
1566	0.2531660875
1567	0.2531230831
1568	0.2530744638
1569	0.2530329529
1570	0.2529700515
1571	0.2529308005
1572	0.2528868296
1573	0.2528442104
1574	0.2527540502
1575	0.2527281398
1576	0.2526594699
1577	0.2526012479
1578	0.2525298725
1579	0.2524757539
1580	0.2524426145
1581	0.2524082391
1582	0.2523598069
1583	0.2522961531
1584	0.2522774655
1585	0.2522493585
1586	0.252209528
1587	0.2521992297
1588	0.2521601581
1589	0.2521143521
1590	0.2520801157
1591	0.2520594938
1592	0.2520047127
1593	0.2519502338
1594	0.2519035125
1595	0.2518449502
1596	0.2517890741
1597	0.2517287826
1598	0.2516774785
1599	0.2516715174
1600	0.2516228844
1601	0.2515778075
1602	0.2515138263
1603	0.2514856569
1604	0.2514460911
1605	0.2514090011
1606	0.2513636233
1607	0.2513143098
1608	0.2512667567
1609	0.2512157225
1610	0.2511635647
1611	0.2511187272
1612	0.2510663603
1613	0.2510100884
1614	0.2509432089
1615	0.2509198362
1616	0.2508611338
1617	0.2508188074
1618	0.250766131
1619	0.2507234018
1620	0.250660255
1621	0.2506065896
1622	0.2505842617
1623	0.2505244328
1624	0.2504676757
1625	0.2504272446
1626	0.2503327619
1627	0.2502603955
1628	0.2502058622
1629	0.2501299349
1630	0.2500564646
1631	0.2500385578
1632	0.2499814821
1633	0.2499489174
1634	0.2499137783
1635	0.2498849752
1636	0.2497952842
1637	0.2497464493
1638	0.2496941457
1639	0.2496804988
1640	0.2496421748
1641	0.2496211401
1642	0.249574011
1643	0.2495283255
1644	0.2495068421
1645	0.2494757565
1646	0.249426577
1647	0.2493826753
1648	0.2493626758
1649	0.2493323547
1650	0.2492639746
1651	0.2492244621
1652	0.2491948464
1653	0.2491704631
1654	0.2491411758
1655	0.2491103386
1656	0.2490453973
1657	0.2489965507
1658	0.2489521956
1659	0.2489271392
1660	0.2488611996
1661	0.2488329778
1662	0.2487407442
1663	0.2487049173
1664	0.2486740518
1665	0.2485772151
1666	0.2485353064
1667	0.2485115381
1668	0.2484766671
1669	0.2483969428
1670	0.2483243781
1671	0.2482861187
1672	0.2482417638
1673	0.2482115856
1674	0.2481831256
1675	0.2481425453
1676	0.2480618026
1677	0.2480220512
1678	0.2479586352
1679	0.2479235614
1680	0.2478717762
1681	0.2477962508
1682	0.2477697596
1683	0.2477334951
1684	0.2476808695
1685	0.2476509005
1686	0.2476163455
1687	0.2475668185
1688	0.2474870928
1689	0.2474440329
1690	0.2474086291
1691	0.2473907168
1692	0.2473625678
1693	0.2473247696
1694	0.2472681626
1695	0.2472344679
1696	0.2471755198
1697	0.2471238126
1698	0.2470808327
1699	0.2470355074
1700	0.2469773588
1701	0.2469667113
1702	0.2469326508
1703	0.2469052883
1704	0.2468548312
1705	0.2468162552
1706	0.2467675093
1707	0.2467272185
1708	0.2466819345
1709	0.2466612366
1710	0.2466024147
1711	0.2465503493
1712	0.2465146161
1713	0.2464802327
1714	0.2464164604
1715	0.2463757493
1716	0.2463317791
1717	0.2463046643
1718	0.2462711286
1719	0.2462317519
1720	0.2462022599
1721	0.2461630528
1722	0.2461185875
1723	0.2460826637
1724	0.2460311735
1725	0.2459623924
1726	0.2458935977
1727	0.2458497585
1728	0.2457953644
1729	0.2457615391
1730	0.245730918
1731	0.2456902072
1732	0.2456399883
1733	0.2456010036
1734	0.2455534738
1735	0.245525171
1736	0.2454991345
1737	0.245427532
1738	0.2453875076
1739	0.2453319441
1740	0.2453291424
1741	0.245313846
1742	0.2452702757
1743	0.2452405338
1744	0.2452005394
1745	0.2451625733
1746	0.245128186
1747	0.2450642342
1748	0.2450097446
1749	0.2449843508
1750	0.2449117036
1751	0.2448638618
1752	0.2448519511
1753	0.2448249079
1754	0.2447571869
1755	0.2447245183
1756	0.2447008775
1757	0.2446673399
1758	0.2446454424
1759	0.2446230894
1760	0.2445915975
1761	0.2445489006
1762	0.2445003111
1763	0.2444759381
1764	0.244438135
1765	0.2443849138
1766	0.2443574839
1767	0.2443282495
1768	0.2442638167
1769	0.2442464636
1770	0.2442183879
1771	0.2441705285
1772	0.2441117065
1773	0.2440663678
1774	0.2440320287
1775	0.244020265
1776	0.2439843734
1777	0.2439476536
1778	0.2439236904
1779	0.2438871305
1780	0.243862686
1781	0.2438270257
1782	0.243782575
1783	0.2437356161
1784	0.2437329472
1785	0.2436732801
1786	0.2436070696
1787	0.2435257769
1788	0.2435119391
1789	0.2434675115
1790	0.2434203523
1791	0.2434042966
1792	0.2433492956
1793	0.243309443
1794	0.2432324308
1795	0.2432054299
1796	0.2431719975
1797	0.2431479632
1798	0.243113591
1799	0.243059574
1800	0.243013059
1801	0.2429242964
1802	0.2428414139
1803	0.2427849625
1804	0.242755337
1805	0.2427332682
1806	0.2426920099
1807	0.2426278302
1808	0.2425998707
1809	0.2425603982
1810	0.2425274952
1811	0.242499054
1812	0.2424689086
1813	0.2424364065
1814	0.2423830372
1815	0.2423512753
1816	0.242281824
1817	0.2422512578
1818	0.242182234
1819	0.2421406992
1820	0.2421172957
1821	0.242053364
1822	0.2419978297
1823	0.2419391321
1824	0.241897096
1825	0.2418945385
1826	0.2418703835
1827	0.2418342627
1828	0.2417973409
1829	0.2417579591
1830	0.2417067113
1831	0.2416268379
1832	0.2415349435
1833	0.2414906248
1834	0.2414650611
1835	0.2414468132
1836	0.2414125205
1837	0.2413892727
1838	0.2413573728
1839	0.2413073813
1840	0.2412545224
1841	0.241187402
1842	0.2411170366
1843	0.2410614789
1844	0.2410139626
1845	0.2409602093
1846	0.2409164903
1847	0.2408686423
1848	0.2407925909
1849	0.2407338678
1850	0.2406976233
1851	0.2406799239
1852	0.2406437997
1853	0.2405952459
1854	0.240559853
1855	0.240530537
1856	0.2404919976
1857	0.2404112734
1858	0.2403694024
1859	0.2403071104
1860	0.2402823741
1861	0.2402531893
1862	0.2402177412
1863	0.2401684267
1864	0.2401227122
1865	0.2400890288
1866	0.2400394579
1867	0.24001994
1868	0.2399771864
1869	0.2399313438
1870	0.2399289427
1871	0.239918584
1872	0.2398663372
1873	0.2398429129
1874	0.239806709
1875	0.2397783181
1876	0.2397426657
1877	0.2397106907
1878	0.2396816952
1879	0.2396423444
1880	0.2395969322
1881	0.2395569177
1882	0.2395194258
1883	0.2394569093
1884	0.2394396867
1885	0.2393838388
1886	0.2393286161
1887	0.2392957529
1888	0.2392540743
1889	0.2391906114
1890	0.2391227368
1891	0.2390815284
1892	0.239040022
1893	0.2389867944
1894	0.2389401286
1895	0.2388995275
1896	0.2388558073
1897	0.2388213525
1898	0.2387820572
1899	0.2387535851
1900	0.2387259359
1901	0.238659654
1902	0.2386113556
1903	0.2385241358
1904	0.238477505
1905	0.2384714943
1906	0.2384232616
1907	0.2384213017
1908	0.2383687596
1909	0.2383382089
1910	0.2382953988
1911	0.2382550894
1912	0.2382232441
1913	0.238192371
1914	0.238164483
1915	0.2381381847
1916	0.238109068
1917	0.2380639325
1918	0.2380289536
1919	0.2379718109
1920	0.2379063044
1921	0.2378676254
1922	0.2378331034
1923	0.2377923901
1924	0.2377631552
1925	0.2377220723
1926	0.2376642718
1927	0.2376197594
1928	0.237566849
1929	0.2375260043
1930	0.2374709465
1931	0.2374428642
1932	0.2373871596
1933	0.2373381939
1934	0.2372950876
1935	0.2372810295
1936	0.2372483901
1937	0.2372269982
1938	0.2371996676
1939	0.2371577507
1940	0.2371209543
1941	0.2370877218
1942	0.2370563721
1943	0.2370261046
1944	0.2369702248
1945	0.2369329887
1946	0.2368906659
1947	0.2368424435
1948	0.2367726908
1949	0.2367661383
1950	0.2367389668
1951	0.2366728111
1952	0.2366131034
1953	0.236574045
1954	0.236529107
1955	0.2364820398
1956	0.2364370502
1957	0.2364039157
1958	0.2363675246
1959	0.2363432445
1960	0.2362932605
1961	0.2362633054
1962	0.2362408017
1963	0.2362109044
1964	0.2361640709
1965	0.2361120271
1966	0.2360771395
1967	0.2360460049
1968	0.2359747114
1969	0.2359273826
1970	0.2358677341
1971	0.2358125913
1972	0.2357766279
1973	0.2357363167
1974	0.2357222262
1975	0.2356795676
1976	0.2356470262
1977	0.2356168849
1978	0.2355684277
1979	0.2355087365
1980	0.2354181171
1981	0.2353902599
1982	0.2353358365
1983	0.2352553712
1984	0.2351941116
1985	0.2351268379
1986	0.2350724266
1987	0.2350160667
1988	0.2349729929
1989	0.2349477314
1990	0.2348987387
1991	0.2348447386
1992	0.2347926839
1993	0.2347624848
1994	0.2347289219
1995	0.2347031513
1996	0.2346755567
1997	0.2346488145
1998	0.2346134658
1999	0.234557334
